8.184000	-7.047819	-7.044872	-7.039403	-7.059791	-7.014612	-7.012799	-7.011315	-6.954847	-7.061286	-6.963351	-6.930247	-7.027425	-6.992196	-6.989672	-15.151809	-7.010987
20.378000	-7.047988	-7.045023	-7.039533	-7.059921	-7.014789	-7.012873	-7.011385	-6.954939	-7.061420	-6.963470	-6.930377	-7.027484	-6.992340	-6.989752	-15.152903	-7.011113
32.571000	-7.048055	-7.045102	-7.039606	-7.059958	-7.014855	-7.012918	-7.011423	-6.954971	-7.061476	-6.963515	-6.930423	-7.027499	-6.992413	-6.989800	-15.153523	-7.011169
44.841000	-7.048101	-7.045133	-7.039614	-7.059994	-7.014883	-7.012938	-7.011457	-6.955006	-7.061508	-6.963561	-6.930442	-7.027523	-6.992459	-6.989814	-15.153911	-7.011201
57.051000	-7.048111	-7.045163	-7.039639	-7.060015	-7.014897	-7.012954	-7.011468	-6.954996	-7.061510	-6.963556	-6.930445	-7.027536	-6.992495	-6.989818	-15.154446	-7.011237
69.230000	-7.048129	-7.045174	-7.039644	-7.060014	-7.014922	-7.012947	-7.011458	-6.955015	-7.061535	-6.963583	-6.930453	-7.027523	-6.992495	-6.989814	-15.154583	-7.011241
81.427000	-7.048148	-7.045176	-7.039626	-7.060010	-7.014952	-7.012954	-7.011461	-6.955023	-7.061570	-6.963587	-6.930469	-7.027546	-6.992500	-6.989836	-15.154921	-7.011251
93.612000	-7.048159	-7.045193	-7.039654	-7.060033	-7.014944	-7.012951	-7.011454	-6.955042	-7.061558	-6.963632	-6.930488	-7.027547	-6.992516	-6.989835	-15.155184	-7.011265
105.846000	-7.048162	-7.045207	-7.039657	-7.060038	-7.014964	-7.012942	-7.011456	-6.955038	-7.061544	-6.963611	-6.930500	-7.027531	-6.992505	-6.989833	-15.155305	-7.011263
118.046000	-7.048161	-7.045209	-7.039660	-7.060032	-7.014954	-7.012959	-7.011474	-6.955042	-7.061549	-6.963612	-6.930477	-7.027542	-6.992514	-6.989870	-15.155528	-7.011266
130.222000	-7.048169	-7.045208	-7.039642	-7.060033	-7.014960	-7.012966	-7.011465	-6.955029	-7.061534	-6.963629	-6.930501	-7.027540	-6.992546	-6.989864	-15.155728	-7.011268
142.396000	-7.048172	-7.045215	-7.039640	-7.060014	-7.014973	-7.012940	-7.011461	-6.955037	-7.061550	-6.963632	-6.930489	-7.027559	-6.992541	-6.989856	-15.155608	-7.011295
154.597000	-7.048194	-7.045215	-7.039653	-7.060024	-7.014976	-7.012944	-7.011467	-6.955048	-7.061552	-6.963639	-6.930515	-7.027557	-6.992532	-6.989858	-15.155701	-7.011287
166.805000	-7.048182	-7.045196	-7.039646	-7.060055	-7.014972	-7.012954	-7.011494	-6.955041	-7.061548	-6.963631	-6.930514	-7.027537	-6.992563	-6.989870	-15.155965	-7.011309
179.010000	-7.048177	-7.045235	-7.039664	-7.060042	-7.014983	-7.012961	-7.011507	-6.955032	-7.061541	-6.963657	-6.930527	-7.027549	-6.992547	-6.989848	-15.156258	-7.011301
191.176000	-7.048186	-7.045233	-7.039658	-7.060039	-7.014973	-7.012948	-7.011493	-6.955030	-7.061533	-6.963634	-6.930517	-7.027549	-6.992563	-6.989856	-15.156179	-7.011290
203.373000	-7.048175	-7.045186	-7.039596	-7.060033	-7.014952	-7.012876	-7.011504	-6.955057	-7.061462	-6.963610	-6.930501	-7.027602	-6.992548	-6.989903	-15.156389	-7.011312
215.586000	-7.048158	-7.045130	-7.039504	-7.060062	-7.014890	-7.012799	-7.011510	-6.954987	-7.061330	-6.963520	-6.930463	-7.027532	-6.992485	-6.989851	-15.156619	-7.011241
227.767000	-7.048111	-7.045042	-7.039433	-7.060021	-7.014832	-7.012763	-7.011455	-6.954897	-7.061212	-6.963442	-6.930380	-7.027452	-6.992391	-6.989754	-15.156618	-7.011125
239.947000	-7.048068	-7.044951	-7.039328	-7.059980	-7.014752	-7.012672	-7.011388	-6.954758	-7.061037	-6.963362	-6.930307	-7.027349	-6.992273	-6.989701	-15.156521	-7.011007
252.146000	-7.047981	-7.044867	-7.039242	-7.059938	-7.014680	-7.012612	-7.011303	-6.954613	-7.060892	-6.963264	-6.930248	-7.027302	-6.992135	-6.989629	-15.156722	-7.010866
264.348000	-7.047906	-7.044727	-7.039133	-7.059862	-7.014595	-7.012567	-7.011250	-6.954506	-7.060744	-6.963182	-6.930163	-7.027253	-6.992024	-6.989549	-15.156570	-7.010748
276.555000	-7.047848	-7.044647	-7.039069	-7.059816	-7.014506	-7.012478	-7.011163	-6.954395	-7.060621	-6.963096	-6.930110	-7.027210	-6.991896	-6.989507	-15.156613	-7.010634
288.756000	-7.047771	-7.044552	-7.038939	-7.059746	-7.014410	-7.012414	-7.011067	-6.954304	-7.060500	-6.963034	-6.930058	-7.027158	-6.991802	-6.989426	-15.156797	-7.010549
300.943000	-7.047698	-7.044477	-7.038905	-7.059678	-7.014362	-7.012395	-7.011011	-6.954219	-7.060429	-6.962978	-6.930011	-7.027090	-6.991696	-6.989374	-15.156922	-7.010473
313.117000	-7.047648	-7.044396	-7.038844	-7.059648	-7.014314	-7.012363	-7.010977	-6.954171	-7.060355	-6.962940	-6.929975	-7.027054	-6.991624	-6.989345	-15.156817	-7.010407
325.294000	-7.047601	-7.044321	-7.038812	-7.059591	-7.014254	-7.012332	-7.010928	-6.954104	-7.060337	-6.962901	-6.929936	-7.027031	-6.991568	-6.989316	-15.156869	-7.010382
337.487000	-7.047531	-7.044260	-7.038773	-7.059564	-7.014225	-7.012315	-7.010910	-6.954098	-7.060320	-6.962893	-6.929894	-7.027022	-6.991509	-6.989272	-15.156893	-7.010356
349.678000	-7.047507	-7.044197	-7.038760	-7.059512	-7.014190	-7.012283	-7.010897	-6.954062	-7.060298	-6.962870	-6.929888	-7.027022	-6.991486	-6.989265	-15.156993	-7.010324
361.866000	-7.047477	-7.044164	-7.038722	-7.059499	-7.014175	-7.012281	-7.010872	-6.954047	-7.060273	-6.962822	-6.929884	-7.026998	-6.991466	-6.989240	-15.157071	-7.010310
374.059000	-7.047453	-7.044147	-7.038715	-7.059475	-7.014149	-7.012282	-7.010838	-6.954031	-7.060269	-6.962805	-6.929880	-7.027010	-6.991430	-6.989244	-15.157361	-7.010293
386.234000	-7.047437	-7.044108	-7.038728	-7.059463	-7.014138	-7.012257	-7.010822	-6.954009	-7.060268	-6.962816	-6.929854	-7.027017	-6.991425	-6.989224	-15.157064	-7.010284
