4.993000	-7.231277	-7.549474	-7.234770	-7.209267	-7.204200	-7.182046	-7.239811	-7.233080	-7.170808	-7.239702	-7.255085	-7.225525	-7.254921	-7.231366	-14.995788	-12.554456
24.953000	-7.231319	-7.549882	-7.234801	-7.209310	-7.204250	-7.182121	-7.239868	-7.233188	-7.170831	-7.239764	-7.255182	-7.225621	-7.254936	-7.231340	-14.995804	-12.554562
44.933000	-7.231319	-7.550641	-7.234782	-7.209326	-7.204232	-7.182120	-7.239866	-7.233194	-7.170844	-7.239772	-7.255212	-7.225627	-7.254910	-7.231315	-14.995767	-12.554603
64.953000	-7.231319	-7.550011	-7.234766	-7.209298	-7.204273	-7.182096	-7.239882	-7.233162	-7.170834	-7.239747	-7.255165	-7.225633	-7.254954	-7.231304	-14.995770	-12.554733
84.913000	-7.231328	-7.551251	-7.234778	-7.209286	-7.204280	-7.182115	-7.239860	-7.233192	-7.170831	-7.239790	-7.255151	-7.225666	-7.254928	-7.231364	-14.995798	-12.554721
104.883000	-7.231334	-7.550916	-7.234776	-7.209276	-7.204280	-7.182096	-7.239848	-7.233179	-7.170853	-7.239773	-7.255171	-7.225650	-7.254938	-7.231335	-14.995786	-12.554790
124.863000	-7.231328	-7.551432	-7.234800	-7.209271	-7.204241	-7.182079	-7.239882	-7.233161	-7.170801	-7.239754	-7.255181	-7.225651	-7.254967	-7.231358	-14.995793	-12.554861
144.824000	-7.231329	-7.551969	-7.234762	-7.209258	-7.204304	-7.182116	-7.239876	-7.233175	-7.170836	-7.239794	-7.255160	-7.225641	-7.254956	-7.231334	-14.995778	-12.554860
164.814000	-7.231322	-7.552441	-7.234773	-7.209267	-7.204280	-7.182135	-7.239891	-7.233177	-7.170832	-7.239778	-7.255165	-7.225683	-7.254927	-7.231352	-14.995834	-12.554887
184.773000	-7.231330	-7.552457	-7.234774	-7.209280	-7.204312	-7.182091	-7.239885	-7.233174	-7.170844	-7.239783	-7.255162	-7.225642	-7.254944	-7.231321	-14.995807	-12.554921
204.753000	-7.231309	-7.552930	-7.234783	-7.209274	-7.204276	-7.182105	-7.239859	-7.233180	-7.170816	-7.239774	-7.255159	-7.225647	-7.254953	-7.231315	-14.995752	-12.554974
224.723000	-7.231309	-7.552554	-7.234779	-7.209259	-7.204287	-7.182107	-7.239884	-7.233158	-7.170826	-7.239793	-7.255162	-7.225651	-7.254935	-7.231331	-14.995759	-12.554952
244.713000	-7.231321	-7.552384	-7.234799	-7.209257	-7.204324	-7.182150	-7.239877	-7.233180	-7.170859	-7.239791	-7.255185	-7.225710	-7.254969	-7.231309	-14.995805	-12.555027
264.703000	-7.231273	-7.552907	-7.234799	-7.209270	-7.204308	-7.182139	-7.239860	-7.233167	-7.170845	-7.239779	-7.255181	-7.225644	-7.254944	-7.231315	-14.995844	-12.555105
284.694000	-7.231308	-7.553245	-7.234810	-7.209256	-7.204295	-7.182163	-7.239888	-7.233158	-7.170843	-7.239756	-7.255168	-7.225613	-7.254932	-7.231324	-14.995772	-12.555050
304.673000	-7.231302	-7.553387	-7.234802	-7.209250	-7.204309	-7.182135	-7.239880	-7.233144	-7.170845	-7.239778	-7.255163	-7.225655	-7.254994	-7.231305	-14.995855	-12.555078
324.623000	-7.231273	-7.553779	-7.234794	-7.209242	-7.204287	-7.182129	-7.239839	-7.233158	-7.170818	-7.239733	-7.255161	-7.225613	-7.254954	-7.231299	-14.995795	-12.555036
344.643000	-7.231291	-7.553657	-7.234812	-7.209273	-7.204294	-7.182127	-7.239849	-7.233156	-7.170826	-7.239761	-7.255150	-7.225644	-7.254975	-7.231301	-14.995802	-12.555114
364.613000	-7.231298	-7.553829	-7.234811	-7.209268	-7.204295	-7.182139	-7.239883	-7.233177	-7.170859	-7.239775	-7.255178	-7.225646	-7.254990	-7.231326	-14.995736	-12.555184
384.653000	-7.231333	-7.553785	-7.234765	-7.209264	-7.204281	-7.182143	-7.239883	-7.233196	-7.170875	-7.239752	-7.255195	-7.225666	-7.254964	-7.231307	-14.995863	-12.555141
404.643000	-7.231294	-7.553635	-7.234775	-7.209303	-7.204325	-7.182102	-7.239890	-7.233167	-7.170832	-7.239802	-7.255147	-7.225615	-7.254982	-7.231332	-14.995768	-12.555161
424.623000	-7.231299	-7.553617	-7.234779	-7.209261	-7.204323	-7.182093	-7.239882	-7.233158	-7.170845	-7.239825	-7.255164	-7.225594	-7.254966	-7.231356	-14.995793	-12.555183
444.633000	-7.231296	-7.553835	-7.234770	-7.209303	-7.204324	-7.182121	-7.239883	-7.233158	-7.170844	-7.239788	-7.255181	-7.225627	-7.254957	-7.231333	-14.995811	-12.555231
464.623000	-7.231271	-7.553726	-7.234767	-7.209253	-7.204307	-7.182101	-7.239882	-7.233154	-7.170829	-7.239775	-7.255147	-7.225611	-7.254951	-7.231280	-14.995790	-12.555262
484.583000	-7.231290	-7.554221	-7.234764	-7.209268	-7.204298	-7.182061	-7.239870	-7.233132	-7.170813	-7.239797	-7.255147	-7.225626	-7.254970	-7.231317	-14.995767	-12.555320
504.574000	-7.231277	-7.554269	-7.234752	-7.209251	-7.204260	-7.182104	-7.239859	-7.233114	-7.170816	-7.239789	-7.255148	-7.225626	-7.254961	-7.231277	-14.995833	-12.555272
524.553000	-7.231308	-7.555051	-7.234766	-7.209261	-7.204325	-7.182109	-7.239831	-7.233123	-7.170857	-7.239795	-7.255151	-7.225607	-7.254944	-7.231274	-14.995790	-12.555295
544.543000	-7.231299	-7.555078	-7.234795	-7.209268	-7.204308	-7.182104	-7.239848	-7.233172	-7.170858	-7.239777	-7.255133	-7.225629	-7.254955	-7.231281	-14.995752	-12.555304
564.493000	-7.231300	-7.555172	-7.234781	-7.209283	-7.204328	-7.182130	-7.239827	-7.233138	-7.170809	-7.239800	-7.255114	-7.225605	-7.254952	-7.231280	-14.995805	-12.555281
584.503000	-7.231320	-7.555351	-7.234764	-7.209272	-7.204335	-7.182121	-7.239841	-7.233149	-7.170845	-7.239808	-7.255177	-7.225635	-7.254977	-7.231290	-14.995742	-12.555326
604.483000	-7.231316	-7.555876	-7.234760	-7.209289	-7.204320	-7.182082	-7.239857	-7.233143	-7.170750	-7.239790	-7.255130	-7.225629	-7.254956	-7.231263	-14.995752	-12.555338
	-7.231321	-7.555807	-7.234772	-7.209290	-7.204344	-7.182166	-7.239845	-7.233161								
