8.191000	-7.044608	-7.022740	-7.048193	-7.039877	-7.046225	-7.047954	-7.039220	-7.019783	-7.043172	-7.023098	-7.017065	-7.021913	-7.037472	-7.022147	-14.999119	-7.032177
20.386000	-7.044698	-7.022858	-7.048219	-7.039964	-7.046325	-7.048047	-7.039293	-7.019847	-7.043272	-7.023138	-7.017121	-7.021985	-7.037496	-7.022229	-14.999992	-7.032247
32.593000	-7.044738	-7.022876	-7.048237	-7.039982	-7.046387	-7.048085	-7.039314	-7.019905	-7.043282	-7.023195	-7.017150	-7.022003	-7.037495	-7.022302	-15.000661	-7.032299
44.782000	-7.044743	-7.022918	-7.048263	-7.040031	-7.046421	-7.048133	-7.039323	-7.019901	-7.043321	-7.023205	-7.017189	-7.022031	-7.037505	-7.022342	-15.001186	-7.032322
56.981000	-7.044756	-7.022910	-7.048242	-7.040008	-7.046439	-7.048127	-7.039309	-7.019935	-7.043345	-7.023210	-7.017205	-7.022040	-7.037518	-7.022334	-15.001367	-7.032329
69.167000	-7.044765	-7.022933	-7.048245	-7.040016	-7.046430	-7.048137	-7.039310	-7.019943	-7.043357	-7.023212	-7.017216	-7.022045	-7.037526	-7.022346	-15.001635	-7.032342
81.371000	-7.044782	-7.022941	-7.048264	-7.040029	-7.046436	-7.048143	-7.039330	-7.019968	-7.043364	-7.023223	-7.017214	-7.022056	-7.037528	-7.022346	-15.001854	-7.032358
93.568000	-7.044785	-7.022953	-7.048246	-7.040029	-7.046442	-7.048155	-7.039346	-7.019963	-7.043359	-7.023248	-7.017224	-7.022055	-7.037549	-7.022344	-15.002291	-7.032356
105.755000	-7.044779	-7.022952	-7.048264	-7.040038	-7.046463	-7.048152	-7.039337	-7.019970	-7.043347	-7.023282	-7.017231	-7.022054	-7.037542	-7.022382	-15.002430	-7.032368
117.934000	-7.044777	-7.022939	-7.048254	-7.040036	-7.046466	-7.048128	-7.039327	-7.019975	-7.043356	-7.023260	-7.017237	-7.022064	-7.037555	-7.022357	-15.002599	-7.032372
130.128000	-7.044762	-7.022940	-7.048257	-7.040040	-7.046485	-7.048120	-7.039350	-7.019986	-7.043363	-7.023278	-7.017231	-7.022073	-7.037548	-7.022378	-15.002801	-7.032354
